zone_id,algorithm,route_id,order_id,merchant_type,demand,serving_vehicle,in_route_position
Z092,VNS,12,62,convenience,12.7272217039934,small,2
Z092,VNS,12,63,convenience,2.73433248309779,small,3
Z092,VNS,12,64,convenience,2.29442892149615,small,4
Z092,VNS,13,65,convenience,13.1227652681165,small,0
Z092,VNS,13,66,convenience,15.7547227489233,small,1
Z092,VNS,13,67,convenience,5.03809995634789,small,2
Z092,VNS,13,52,mall,28.0904461095245,small,3
Z092,VNS,13,68,convenience,43.1595935434467,small,4
Z092,VNS,13,69,mall,2.11391832854511,small,5
Z092,VNS,14,57,mall,7.89666748383305,small,0
Z092,VNS,14,70,mall,4.42614647882095,small,1
Z062,CW,0,3,convenience,570.0,large,0
Z062,CW,0,6,convenience,6.12035864730641,large,1
Z062,CW,0,87,supermarket,3.22039775857163,large,2
Z062,CW,0,5,convenience,36.0057043863854,large,3
Z062,CW,0,45,supermarket,13.068275953799,large,4
Z062,CW,0,76,convenience,3.59016281376289,large,5
Z062,CW,0,61,convenience,10.0557776591195,large,6
Z062,CW,0,32,convenience,13.0658905227174,large,7
Z062,CW,0,53,convenience,4.86876879376383,large,8
Z062,CW,0,22,supermarket,3.16423576164457,large,9
Z062,CW,0,64,convenience,40.7919588734486,large,10
Z062,CW,0,14,convenience,3.31086704829068,large,11
Z062,CW,0,49,supermarket,9.42197078907801,large,12
Z062,CW,0,40,supermarket,23.7811229664476,large,13
Z062,CW,0,28,convenience,3.66961238939932,large,14
Z062,CW,0,27,convenience,7.44694368562229,large,15
Z062,CW,0,13,convenience,6.73899205796734,large,16
Z062,CW,0,57,convenience,4.59419188748066,large,17
Z062,CW,0,36,supermarket,17.3722959623521,large,18
Z062,CW,0,12,convenience,6.42420657733652,large,19
Z062,CW,0,18,supermarket,9.29909764964587,large,20
Z062,CW,0,29,convenience,2.99924939675616,large,21
Z062,CW,0,25,convenience,17.1342979719558,large,22
Z062,CW,0,17,supermarket,8.5852599447896,large,23
Z062,CW,0,63,convenience,4.40103225360882,large,24
Z062,CW,0,68,mall,6.87197945203556,large,25
Z062,CW,0,78,mall,44.5465802062673,large,26
Z062,CW,0,0,mall,7.92216621104552,large,27
Z062,CW,0,33,convenience,36.0431552183218,large,28
Z062,CW,0,77,mall,22.4881413551216,large,29
Z062,CW,0,41,supermarket,5.16023464368376,large,30
Z062,CW,0,16,supermarket,3.27732108825373,large,31
Z062,CW,0,15,convenience,16.1624258300922,large,32
Z062,CW,0,62,mall,3.33506053924846,large,33
Z062,CW,0,55,convenience,4.6452146425823,large,34
Z062,CW,0,21,mall,2.95233651740519,large,35
Z062,CW,0,35,supermarket,4.72771495898565,large,36
Z062,CW,0,19,supermarket,13.0082738378102,large,37
Z062,CW,0,4,mall,96.0,large,38
Z062,CW,0,50,supermarket,19.112711216829,large,39
Z062,CW,0,30,convenience,2.44502195324547,large,40
Z062,CW,0,91,convenience,1.16768069947636,large,41
Z062,CW,0,81,mall,6.36860300292135,large,42
Z062,CW,0,11,convenience,2.04178121834464,large,43
Z062,CW,0,39,supermarket,27.0799918710578,large,44
Z062,CW,0,9,convenience,2.3558822284607,large,45
Z062,CW,0,8,convenience,5.53756523378869,large,46
Z062,CW,0,7,convenience,7.16270595377057,large,47
Z062,CW,0,43,supermarket,3.14182097418344,large,48
Z062,CW,0,44,supermarket,10.9251112304412,large,49
Z062,CW,0,99,convenience,40.4536354485649,large,50
Z062,CW,0,37,supermarket,12.2330222140091,large,51
Z062,CW,0,23,convenience,13.4988110813546,large,52
Z062,CW,0,24,convenience,7.6407098387461,large,53
Z062,CW,0,51,convenience,27.2838399790976,large,54
Z062,CW,0,67,supermarket,2.75752854901683,large,55
Z062,CW,0,2,convenience,19.9037751858303,large,56
Z062,CW,0,86,convenience,10.0454373622196,large,57
Z062,CW,0,92,convenience,200.0,large,58
Z062,CW,0,1,convenience,2.10516301441346,large,59
Z062,CW,0,102,convenience,3.77291892439231,large,60
Z062,CW,0,90,convenience,7.59403148741325,large,61
Z062,CW,0,71,convenience,18.8363153291478,large,62
Z062,CW,0,96,convenience,10.714796183749,large,63
Z062,CW,0,72,convenience,6.38102774697296,large,64
Z062,CW,0,69,convenience,1.16554550668926,large,65
Z062,CW,0,65,convenience,14.2931986483629,large,66
Z062,CW,0,103,convenience,23.579,large,67
Z062,CW,0,88,supermarket,12.9188655042188,large,68
Z062,CW,0,80,mall,19.6866560728019,large,69
Z062,CW,0,105,convenience,183.96,large,70
Z062,CW,0,93,convenience,11.1140752343158,large,71
Z062,CW,0,20,supermarket,2.91853825692037,large,72
Z062,CW,0,52,convenience,1.17508758901793,large,73
Z062,CW,0,104,mall,4.76424287539239,large,74
Z062,CW,0,95,convenience,36.4693223223814,large,75
Z062,CW,0,34,supermarket,18.0,large,76
Z062,CW,0,58,convenience,11.4351543570764,large,77
Z062,CW,0,79,supermarket,2500.0,large,78
Z062,CW,0,46,supermarket,96.0,large,79
Z062,CW,0,26,convenience,11.2967899631748,large,80
Z062,CW,0,73,convenience,4.01107678229478,large,81
Z062,CW,0,85,convenience,3.9225354264411,large,82
Z062,CW,0,82,mall,3.50711021871975,large,83
Z062,CW,0,98,convenience,8.45926209367205,large,84
Z062,CW,0,60,convenience,4.76489790747657,large,85
Z062,CW,0,31,convenience,39.4597813552876,large,86
Z062,CW,0,84,convenience,2.74023483817805,large,87
Z062,CW,0,70,convenience,22.7353666890058,large,88
Z062,CW,0,89,convenience,1.37479115955074,large,89
Z062,CW,0,97,convenience,1.10015012196947,large,90
Z062,CW,0,56,convenience,16.6867764272786,large,91
Z062,CW,0,48,supermarket,6.66252082549025,large,92
Z062,CW,0,83,convenience,31.1283040837176,large,93
Z062,CW,0,100,convenience,20.18,large,94
Z062,CW,0,101,convenience,31.25542556886,large,95
Z062,CW,0,94,convenience,4.18413772644919,large,96
Z062,CW,0,74,convenience,7.30123960972492,large,97
Z062,CW,0,66,convenience,1.60854234317419,large,98
Z062,CW,0,59,convenience,10.6834571059419,large,99
Z062,CW,0,54,convenience,8.08291464831681,large,100
Z062,CW,0,38,supermarket,10.4869810613652,large,101
Z062,CW,0,75,convenience,4.59,large,102
Z062,CW,0,42,supermarket,4.75796418016204,large,103
Z062,CW,0,10,convenience,4.4718772872369,large,104
Z062,CW,0,47,supermarket,4.70142479733595,large,105
Z062,SA,0,79,supermarket,2500.0,medium,0
Z062,SA,1,3,convenience,570.0,small,0
Z062,SA,1,92,convenience,200.0,small,1
Z062,SA,1,105,convenience,183.96,small,2
Z062,SA,2,4,mall,96.0,medium,0
Z062,SA,2,46,supermarket,96.0,medium,1
Z062,SA,2,78,mall,44.5465802062673,medium,2
Z062,SA,2,64,convenience,40.7919588734486,medium,3
Z062,SA,2,99,convenience,40.4536354485649,medium,4
Z062,SA,2,31,convenience,39.4597813552876,medium,5
Z062,SA,2,95,convenience,36.4693223223814,medium,6
Z062,SA,2,33,convenience,36.0431552183218,medium,7
Z062,SA,2,5,convenience,36.0057043863854,medium,8
Z062,SA,2,101,convenience,31.25542556886,medium,9
Z062,SA,2,83,convenience,31.1283040837176,medium,10
Z062,SA,2,51,convenience,27.2838399790976,medium,11
Z062,SA,2,39,supermarket,27.0799918710578,medium,12
Z062,SA,2,40,supermarket,23.7811229664476,medium,13
Z062,SA,2,103,convenience,23.579,medium,14
Z062,SA,2,70,convenience,22.7353666890058,medium,15
Z062,SA,2,77,mall,22.4881413551216,medium,16
Z062,SA,2,100,convenience,20.18,medium,17
Z062,SA,2,2,convenience,19.9037751858303,medium,18
Z062,SA,2,80,mall,19.6866560728019,medium,19
Z062,SA,2,50,supermarket,19.112711216829,medium,20
Z062,SA,2,71,convenience,18.8363153291478,medium,21
Z062,SA,2,34,supermarket,18.0,medium,22
Z062,SA,2,36,supermarket,17.3722959623521,medium,23
Z062,SA,2,25,convenience,17.1342979719558,medium,24
Z062,SA,2,56,convenience,16.6867764272786,medium,25
Z062,SA,2,15,convenience,16.1624258300922,medium,26
Z062,SA,2,65,convenience,14.2931986483629,medium,27
Z062,SA,2,23,convenience,13.4988110813546,medium,28
Z062,SA,2,45,supermarket,13.068275953799,medium,29
Z062,SA,2,32,convenience,13.0658905227174,medium,30
Z062,SA,2,19,supermarket,13.0082738378102,medium,31
Z062,SA,2,88,supermarket,12.9188655042188,medium,32
Z062,SA,2,37,supermarket,12.2330222140091,medium,33
Z062,SA,2,58,convenience,11.4351543570764,medium,34
Z062,SA,2,26,convenience,11.2967899631748,medium,35
Z062,SA,2,93,convenience,11.1140752343158,medium,36
Z062,SA,2,44,supermarket,10.9251112304412,medium,37
Z062,SA,2,96,convenience,10.714796183749,medium,38
Z062,SA,2,59,convenience,10.6834571059419,medium,39
Z062,SA,2,38,supermarket,10.4869810613652,medium,40
Z062,SA,2,61,convenience,10.0557776591195,medium,41
Z062,SA,2,86,convenience,10.0454373622196,medium,42
Z062,SA,2,49,supermarket,9.42197078907801,medium,43
Z062,SA,2,18,supermarket,9.29909764964587,medium,44
Z062,SA,2,17,supermarket,8.5852599447896,medium,45
Z062,SA,2,98,convenience,8.45926209367205,medium,46
Z062,SA,2,54,convenience,8.08291464831681,medium,47
Z062,SA,2,0,mall,7.92216621104552,medium,48
Z062,SA,2,24,convenience,7.6407098387461,medium,49
Z062,SA,2,90,convenience,7.59403148741325,medium,50
Z062,SA,2,27,convenience,7.44694368562229,medium,51
Z062,SA,2,74,convenience,7.30123960972492,medium,52
Z062,SA,2,7,convenience,7.16270595377057,medium,53
Z062,SA,2,68,mall,6.87197945203556,medium,54
Z062,SA,2,13,convenience,6.73899205796734,medium,55
Z062,SA,2,48,supermarket,6.66252082549025,medium,56
Z062,SA,2,12,convenience,6.42420657733652,medium,57
Z062,SA,2,72,convenience,6.38102774697296,medium,58
Z062,SA,2,81,mall,6.36860300292135,medium,59
Z062,SA,2,6,convenience,6.12035864730641,medium,60
Z062,SA,2,8,convenience,5.53756523378869,medium,61
Z062,SA,2,41,supermarket,5.16023464368376,medium,62
Z062,SA,2,53,convenience,4.86876879376383,medium,63
Z062,SA,2,60,convenience,4.76489790747657,medium,64
Z062,SA,2,104,mall,4.76424287539239,medium,65
Z062,SA,2,42,supermarket,4.75796418016204,medium,66
Z062,SA,2,35,supermarket,4.72771495898565,medium,67
Z062,SA,2,47,supermarket,4.70142479733595,medium,68
Z062,SA,2,55,convenience,4.6452146425823,medium,69
Z062,SA,2,57,convenience,4.59419188748066,medium,70
Z062,SA,2,75,convenience,4.59,medium,71
Z062,SA,2,10,convenience,4.4718772872369,medium,72
Z062,SA,2,63,convenience,4.40103225360882,medium,73
Z062,SA,2,94,convenience,4.18413772644919,medium,74
Z062,SA,2,73,convenience,4.01107678229478,medium,75
Z062,SA,2,85,convenience,3.9225354264411,medium,76
Z062,SA,2,102,convenience,3.77291892439231,medium,77
Z062,SA,2,28,convenience,3.66961238939932,medium,78
Z062,SA,2,76,convenience,3.59016281376289,medium,79
Z062,SA,2,82,mall,3.50711021871975,medium,80
Z062,SA,2,62,mall,3.33506053924846,medium,81
Z062,SA,2,14,convenience,3.31086704829068,medium,82
Z062,SA,2,16,supermarket,3.27732108825373,medium,83
Z062,SA,2,87,supermarket,3.22039775857163,medium,84
Z062,SA,2,22,supermarket,3.16423576164457,medium,85
Z062,SA,2,43,supermarket,3.14182097418344,medium,86
Z062,SA,2,29,convenience,2.99924939675616,medium,87
Z062,SA,2,21,mall,2.95233651740519,medium,88
Z062,SA,2,20,supermarket,2.91853825692037,medium,89
Z062,SA,2,67,supermarket,2.75752854901683,medium,90
Z062,SA,2,84,convenience,2.74023483817805,medium,91
Z062,SA,2,30,convenience,2.44502195324547,medium,92
Z062,SA,2,9,convenience,2.3558822284607,medium,93
Z062,SA,2,1,convenience,2.10516301441346,medium,94
Z062,SA,2,11,convenience,2.04178121834464,medium,95
Z062,SA,2,66,convenience,1.60854234317419,medium,96
Z062,SA,2,89,convenience,1.37479115955074,medium,97
Z062,SA,2,52,convenience,1.17508758901793,medium,98
Z062,SA,2,91,convenience,1.16768069947636,medium,99
Z062,SA,2,69,convenience,1.16554550668926,medium,100
Z062,SA,2,97,convenience,1.10015012196947,medium,101
Z062,TS,0,0,mall,7.92216621104552,small,0
Z062,TS,1,1,convenience,2.10516301441346,small,0
Z062,TS,2,2,convenience,19.9037751858303,small,0
Z062,TS,3,3,convenience,570.0,small,0
Z062,TS,4,4,mall,96.0,small,0
Z062,TS,5,5,convenience,36.0057043863854,small,0
Z062,TS,6,6,convenience,6.12035864730641,small,0
Z062,TS,7,7,convenience,7.16270595377057,small,0
Z062,TS,8,8,convenience,5.53756523378869,small,0
Z062,TS,9,9,convenience,2.3558822284607,small,0
Z062,TS,10,10,convenience,4.4718772872369,small,0
Z062,TS,11,11,convenience,2.04178121834464,small,0
Z062,TS,12,12,convenience,6.42420657733652,small,0
Z062,TS,13,13,convenience,6.73899205796734,small,0
